y,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9
0.28709977865219116,0.28796860575675964,0.73629039525985718,-0.20757262408733368,-0.71129113435745239,-0.85587906837463379,0.43587914109230042,-0.75227892398834229,-0.37398818135261536,0.83843809366226196,0.7901117205619812
1.1909458637237549,1.1895352602005005,0.55511689186096191,-0.55580973625183105,-1.2013559341430664,-1.3220595121383667,0.71162939071655273,-0.9518159031867981,0.24487560987472534,1.3613240718841553,1.1626180410385132
1.8005138635635376,1.7751309871673584,0.075190454721450806,-1.5046776533126831,-0.58666610717773438,-1.0592144727706909,0.071736149489879608,-0.23137673735618591,0.060159444808959961,1.2453725337982178,0.96252137422561646
0.91067296266555786,0.91167116165161133,0.40349748730659485,-0.91421252489089966,-0.68750333786010742,-0.41382819414138794,-0.17928718030452728,-0.75222122669219971,-0.25675082206726074,1.1905909776687622,1.3931790590286255
0.066690854728221893,0.066945366561412811,0.6446298360824585,-0.11785227805376053,-0.49269381165504456,-1.0995043516159058,-0.53706222772598267,0.20936639606952667,-1.1951718330383301,1.3971313238143921,1.2624255418777466
0.84117233753204346,0.83955836296081543,0.26984179019927979,0.80683547258377075,-0.39212650060653687,-1.8220150470733643,0.13011425733566284,0.53307151794433594,-1.1173763275146484,1.0487377643585205,0.29384398460388184
0.12645095586776733,0.12388808280229568,0.45365077257156372,0.77904891967773438,-0.90966665744781494,-2.3532445430755615,-0.03672197088599205,1.1130294799804687,-0.95625168085098267,1.2166364192962646,-0.48184338212013245
5.3884425163269043,4.9399232864379883,0.037040881812572479,-3.0002007484436035,-1.2662570476531982,-3.7243831157684326,-3.6871004104614258,3.2989799976348877,3.0725929737091064,2.9852156639099121,-3.8247129917144775
4.9211483001708984,4.6839451789855957,0.79089325666427612,-2.7298612594604492,-1.3396532535552979,-3.9191741943359375,-3.9331870079040527,3.4601964950561523,4.0410232543945313,2.0435605049133301,-4.6425700187683105
4.7852368354797363,4.6063265800476074,1.1437318325042725,-2.2819480895996094,-1.7677276134490967,-3.9140851497650146,-3.8946554660797119,4.2820415496826172,3.4749774932861328,2.6605362892150879,-5.6354546546936035
5.3561344146728516,5.186708927154541,0.58037871122360229,-1.5910162925720215,-2.2097108364105225,-4.8884906768798828,-3.3202059268951416,5.1037888526916504,4.1646065711975098,1.894135594367981,-4.650662899017334
6.3145818710327148,6.1450366973876953,0.61046028137207031,-1.2343710660934448,-2.3144865036010742,-4.629065990447998,-3.4993784427642822,3.8535275459289551,4.0088834762573242,0.14593607187271118,-3.1213924884796143
5.4386353492736816,5.4087533950805664,1.5703692436218262,-0.32059791684150696,-2.6279010772705078,-4.9548568725585938,-2.9843451976776123,3.8704798221588135,4.0229611396789551,-0.74901729822158813,-3.7182517051696777
